node,edge,role
37174,82372,3
8596,82373,2
9749,82373,3
1177,82374,2
4556,82374,3
25768,82375,2
25803,82375,3
23129,82376,2
37175,82376,3
182,82377,2
176,82377,3
218,82378,2
176,82378,3
188,82379,2
189,82379,3
175,82380,2
176,82380,3
215,82381,2
184,82381,3
186,82382,2
187,82382,3
182,82383,2
176,82383,3
188,82384,2
189,82384,3
175,82385,2
176,82385,3
186,82386,2
187,82386,3
218,82387,2
176,82387,3
183,82388,2
184,82388,3
4442,82389,2
3830,82389,3
214,82390,2
184,82390,3
190,82391,2
187,82391,3
196,82392,2
184,82392,3
190,82393,2
187,82393,3
215,82394,2
184,82394,3
214,82395,2
184,82395,3
7631,82396,0
35100,82396,1
4433,82397,0
1975,82397,1
803,82398,0
209,82398,1
37151,82398,1
23129,82399,2
7207,82399,3
19074,82400,2
37176,82400,3
19074,82401,2
4337,82401,3
7012,82402,0
23266,82402,1
9697,82403,0
3778,82403,1
3277,82404,2
1544,82404,3
37177,82405,0
100,82405,1
36974,82405,1
25768,82406,2
37178,82406,3
18349,82407,2
14380,82407,3
5740,82408,2
1203,82408,3
22921,82409,0
37179,82409,1
1710,82410,2
37180,82410,3
15127,82411,2
32472,82411,3
37181,82412,0
100,82412,1
284,82413,2
17964,82413,3
12505,82414,2
31396,82414,3
8973,82415,0
3470,82415,1
4442,82416,2
3830,82416,3
19074,82417,2
4337,82417,3
18471,82418,2
1544,82418,3
10962,82419,0
37182,82419,1
3902,82420,2
37183,82420,3
37184,82421,2
916,82421,3
19074,82422,2
24374,82422,3
15127,82423,2
7708,82423,3
4442,82424,2
7799,82424,3
36054,82425,0
344,82425,1
36008,82425,1
490,82426,2
634,82426,3
3559,82427,2
3433,82427,3
37161,82428,2
475,82428,3
27483,82429,0
3320,82429,1
7822,82430,2
19873,82430,3
1177,82431,2
28301,82431,3
36447,82432,0
11863,82432,1
19074,82433,2
7739,82433,3
19074,82434,2
7739,82434,3
3277,82435,0
245,82435,1
1544,82435,1
36907,82436,2
2780,82436,3
742,82437,2
7056,82437,3
37185,82438,2
916,82438,3
25768,82439,2
36168,82439,3
20671,82440,2
37186,82440,3
37187,82441,0
692,82441,1
7228,82441,1
1580,82441,1
37161,82442,2
37188,82442,3
1770,82443,2
1020,82443,3
7183,82444,2
3038,82444,3
9988,82445,2
37189,82445,3
44,82446,0
451,82446,1
28921,82446,1
2766,82446,1
29514,82446,1
37190,82447,0
1870,82447,1
37161,82448,2
31918,82448,3
12046,82449,0
153,82449,1
2418,82450,2
37191,82450,3
1770,82451,2
1441,82451,3
36907,82452,2
375,82452,3
19074,82453,2
4337,82453,3
37161,82454,2
14915,82454,3
36907,82455,2
1194,82455,3
9025,82456,2
2722,82456,3
18349,82457,2
29520,82457,3
9409,82458,2
20163,82458,3
19074,82459,2
11530,82459,3
9988,82460,2
37192,82460,3
37181,82461,0
100,82461,1
27977,82461,1
1177,82462,2
7200,82462,3
3643,82463,0
1544,82463,1
245,82463,1
3959,82463,1
337,82463,1
10242,82464,2
37193,82464,3
37194,82465,0
35631,82465,1
34606,82465,1
25205,82465,1
13866,82466,2
592,82466,3
1710,82467,2
37195,82467,3
12289,82468,2
37196,82468,3
442,82469,2
29481,82469,3
37197,82470,0
205,82470,1
27020,82471,0
100,82471,1
36527,82472,2
104,82472,3
37198,82473,0
4301,82473,1
15127,82474,2
29278,82474,3
19074,82475,2
4337,82475,3
8388,82476,0
2014,82476,1
11017,82477,2
6164,82477,3
37199,82478,0
205,82478,1
9025,82479,2
1087,82479,3
13209,82480,2
15321,82480,3
7328,82481,0
9107,82481,1
37200,82481,1
25768,82482,2
20141,82482,3
37201,82483,0
3856,82483,1
1710,82484,2
37202,82484,3
19074,82485,2
4337,82485,3
37161,82486,2
9378,82486,3
12375,82487,2
37203,82487,3
398,82488,2
37204,82488,3
37205,82489,0
1981,82489,1
36527,82490,2
37155,82490,3
3573,82491,2
37206,82491,3
13866,82492,2
37207,82492,3
16440,82493,2
824,82493,3
3320,82494,0
33829,82494,1
27483,82494,1
4507,82495,2
10510,82495,3
2051,82496,2
14278,82496,3
37208,82497,0
11863,82497,1
4442,82498,2
3918,82498,3
25,82499,2
37209,82499,3
36054,82500,0
344,82500,1
36008,82500,1
4442,82501,2
3918,82501,3
1710,82502,2
37195,82502,3
3643,82503,2
337,82503,3
19074,82504,2
370,82504,3
1770,82505,2
5468,82505,3
5503,82506,2
1544,82506,3
19074,82507,2
15570,82507,3
6876,82508,2
2973,82508,3
3354,82509,2
10589,82509,3
3559,82510,2
3738,82510,3
36527,82511,2
37210,82511,3
25768,82512,2
37211,82512,3
2418,82513,2
2419,82513,3
23129,82514,2
37212,82514,3
36907,82515,2
4246,82515,3
37213,82516,0
1262,82516,1
612,82517,0
37214,82517,1
37215,82517,1
5708,82517,1
1285,82517,1
155,82517,1
195,82517,1
398,82518,2
14291,82518,3
1770,82519,2
37216,82519,3
44,82520,2
37217,82520,3
6781,82521,2
835,82521,3
19681,82522,0
36890,82522,1
13866,82523,2
37218,82523,3
5234,82524,2
18483,82524,3
742,82525,2
23879,82525,3
3643,82526,2
337,82526,3
37219,82527,0
377,82527,1
37109,82528,0
1262,82528,1
37220,82529,0
22812,82529,1
105,82530,2
37221,82530,3
9025,82531,2
1020,82531,3
1710,82532,2
37222,82532,3
8596,82533,0
9749,82533,1
8597,82533,1
17793,82533,1
36907,82534,2
7958,82534,3
1610,82535,0
37223,82535,1
37224,82535,1
37225,82535,1
17190,82535,1
37226,82535,1
5555,82535,1
9565,82536,2
9672,82536,3
20671,82537,2
2545,82537,3
2051,82538,2
33027,82538,3
16440,82539,2
824,82539,3
17672,82540,2
37227,82540,3
15127,82541,2
3918,82541,3
490,82542,2
37228,82542,3
14025,82543,0
37229,82543,1
36527,82544,2
37230,82544,3
10109,82545,0
28103,82545,1
8148,82546,2
4149,82546,3
3643,82547,2
337,82547,3
37231,82548,0
683,82548,1
11017,82549,2
6613,82549,3
37232,82550,0
1262,82550,1
37233,82551,0
4301,82551,1
36519,82552,0
100,82552,1
13866,82553,2
2012,82553,3
153,82554,0
12046,82554,1
4550,82555,2
28821,82555,3
15127,82556,2
2399,82556,3
4442,82557,2
3821,82557,3
9565,82558,2
25397,82558,3
37234,82559,0
12514,82559,1
3980,82559,1
5731,82560,2
34088,82560,3
1292,82561,0
36231,82561,1
25461,82561,1
36875,82561,1
125,82562,2
34406,82562,3
891,82563,2
34442,82563,3
1770,82564,2
1449,82564,3
13866,82565,2
22694,82565,3
3643,82566,2
337,82566,3
8231,82567,2
35939,82567,3
3559,82568,2
3738,82568,3
1710,82569,2
37235,82569,3
8234,82570,2
35939,82570,3
8233,82571,2
35939,82571,3
742,82572,2
19068,82572,3
37236,82573,2
472,82573,3
16440,82574,2
824,82574,3
2051,82575,2
26841,82575,3
557,82576,2
37237,82576,3
36907,82577,2
2370,82577,3
36527,82578,2
37238,82578,3
2418,82579,2
28563,82579,3
12211,82580,2
37239,82580,3
17175,82581,0
37240,82581,1
18129,82582,2
37008,82582,3
819,82583,2
364,82583,3
36907,82584,2
1723,82584,3
15127,82585,2
11380,82585,3
398,82586,2
20749,82586,3
5183,82587,2
37241,82587,3
1770,82588,2
5468,82588,3
13866,82589,2
37242,82589,3
33829,82590,0
3320,82590,1
27483,82590,1
891,82591,2
23885,82591,3
36527,82592,2
37243,82592,3
1710,82593,2
37244,82593,3
20671,82594,2
11396,82594,3
7631,82595,0
37245,82595,1
4235,82596,2
2545,82596,3
8596,82597,2
13683,82597,3
37246,82598,0
26094,82598,1
36702,82599,0
205,82599,1
25768,82600,2
24263,82600,3
4442,82601,2
37247,82601,3
398,82602,2
3972,82602,3
3320,82603,0
27483,82603,1
15127,82604,2
7739,82604,3
442,82605,2
9801,82605,3
12749,82606,0
12375,82606,1
4442,82607,2
37247,82607,3
1610,82608,0
37248,82608,1
1667,82608,1
37249,82608,1
5414,82608,1
37250,82608,1
37224,82608,1
11885,82608,1
17190,82608,1
5555,82608,1
1770,82609,2
5468,82609,3
6504,82610,0
6503,82610,1
20150,82611,0
855,82611,1
20671,82612,2
37251,82612,3
8596,82613,2
37252,82613,3
27588,82614,0
27587,82614,1
11017,82615,2
4301,82615,3
3559,82616,2
5244,82616,3
12046,82617,0
153,82617,1
37253,82618,0
31854,82618,1
14928,82619,2
1743,82619,3
37254,82620,0
73,82620,1
8223,82621,0
36333,82621,1
1177,82622,2
2805,82622,3
2051,82623,2
2156,82623,3
37255,82624,0
171,82624,1
37256,82624,1
36907,82625,2
7958,82625,3
25768,82626,2
37257,82626,3
16521,82627,0
855,82627,1
1710,82628,2
37222,82628,3
8596,82629,2
11815,82629,3
1770,82630,2
5468,82630,3
2051,82631,2
2156,82631,3
1292,82632,2
2009,82632,3
3320,82633,0
33829,82633,1
27483,82633,1
15127,82634,2
37258,82634,3
37259,82635,0
100,82635,1
29984,82635,1
3559,82636,2
37260,82636,3
14928,82637,2
12469,82637,3
8148,82638,2
1201,82638,3
20671,82639,2
37261,82639,3
4495,82640,2
1714,82640,3
37262,82641,0
377,82641,1
14332,82641,1
17715,82642,2
2145,82642,3
36907,82643,2
11873,82643,3
17920,82644,0
5883,82644,1
14928,82645,2
34277,82645,3
37263,82646,0
9089,82646,1
37264,82647,0
1253,82647,1
4507,82648,2
19299,82648,3
217,82649,2
181,82649,3
180,82650,2
181,82650,3
44,82651,2
150,82651,3
37001,82652,0
1253,82652,1
175,82653,2
181,82653,3
891,82654,2
11675,82654,3
4495,82655,0
1714,82655,1
221,82656,2
181,82656,3
8596,82657,2
37265,82657,3
2051,82658,2
2156,82658,3
180,82659,2
181,82659,3
37266,82660,0
2014,82660,1
13866,82661,2
1103,82661,3
222,82662,2
181,82662,3
213,82663,2
186,82663,3
213,82664,2
181,82664,3
217,82665,2
181,82665,3
4442,82666,2
4969,82666,3
221,82667,2
181,82667,3
10242,82668,2
37267,82668,3
175,82669,2
181,82669,3
191,82670,2
197,82670,3
12211,82671,2
24958,82671,3
70,82672,2
2555,82672,3
20671,82673,2
21923,82673,3
222,82674,2
181,82674,3
191,82675,2
197,82675,3
36539,82676,0
36683,82676,1
36754,82676,1
25880,82676,1
27527,82676,1
32597,82677,0
4301,82677,1
5503,82678,2
1544,82678,3
7566,82679,2
1259,82679,3
3393,82680,2
13840,82680,3
3320,82681,2
1544,82681,3
192,82682,2
181,82682,3
891,82683,2
8260,82683,3
192,82684,2
181,82684,3
11975,82685,2
181,82685,3
11975,82686,2
181,82686,3
15964,82687,2
37268,82687,3
182,82688,2
181,82688,3
182,82689,2
181,82689,3
25768,82690,2
29406,82690,3
4442,82691,2
3444,82691,3
11977,82692,2
181,82692,3
11977,82693,2
181,82693,3
20671,82694,2
21923,82694,3
10109,82695,2
10703,82695,3
1710,82696,2
37269,82696,3
24642,82697,0
1262,82697,1
15127,82698,2
29278,82698,3
37270,82699,0
1262,82699,1
3726,82700,2
8554,82700,3
201,82701,2
37271,82701,3
18129,82702,2
37008,82702,3
6781,82703,2
1126,82703,3
1215,82704,0
37272,82704,1
819,82705,2
19990,82705,3
20671,82706,2
21923,82706,3
4442,82707,2
4337,82707,3
16440,82708,2
10020,82708,3
1710,82709,2
37202,82709,3
20671,82710,2
21923,82710,3
15127,82711,2
30406,82711,3
10477,82712,2
37273,82712,3
37274,82713,0
9089,82713,1
10109,82714,0
10703,82714,1
2418,82715,2
28563,82715,3
34892,82716,0
10927,82716,1
4442,82717,2
5727,82717,3
2418,82718,2
28563,82718,3
1975,82719,0
4433,82719,1
20671,82720,2
21923,82720,3
25768,82721,2
8041,82721,3
2418,82722,2
28563,82722,3
10109,82723,2
12001,82723,3
7012,82724,0
23266,82724,1
4745,82725,2
37275,82725,3
16440,82726,2
35579,82726,3
5883,82727,0
6369,82727,1
11760,82728,2
37276,82728,3
803,82729,0
35935,82729,1
36743,82729,1
5111,82729,1
819,82730,2
19990,82730,3
20671,82731,2
21923,82731,3
344,82732,0
37168,82732,1
37167,82732,1
21974,82733,0
9527,82733,1
9652,82733,1
9529,82733,1
1792,82733,1
9530,82733,1
916,82733,1
9528,82733,1
9531,82733,1
18129,82734,2
7319,82734,3
20671,82735,2
21923,82735,3
6327,82736,0
3778,82736,1
1710,82737,2
37202,82737,3
7328,82738,0
9107,82738,1
5834,82738,1
16440,82739,2
35591,82739,3
37277,82740,0
11863,82740,1
25768,82741,2
337,82741,3
7566,82742,2
37278,82742,3
3559,82743,2
36216,82743,3
4442,82744,2
36082,82744,3
34417,82745,0
1215,82745,1
4507,82746,2
37279,82746,3
2418,82747,2
28563,82747,3
36661,82748,0
377,82748,1
16440,82749,2
32769,82749,3
18129,82750,2
9277,82750,3
2166,82751,0
37280,82751,1
7183,82752,0
11699,82752,1
819,82753,2
256,82753,3
7566,82754,2
25483,82754,3
4442,82755,2
17037,82755,3
37281,82756,0
4301,82756,1
891,82757,2
37282,82757,3
4495,82758,2
37283,82758,3
20671,82759,2
21923,82759,3
25768,82760,2
370,82760,3
5883,82761,0
17920,82761,1
819,82762,2
19990,82762,3
4495,82763,2
1752,82763,3
20671,82764,2
21923,82764,3
7248,82765,0
3778,82765,1
37284,82766,2
916,82766,3
20671,82767,2
21923,82767,3
398,82768,2
37285,82768,3
6285,82769,0
18457,82769,1
6401,82769,1
11325,82769,1
37286,82770,0
25272,82770,1
7566,82771,2
37287,82771,3
15127,82772,2
245,82772,3
819,82773,2
19990,82773,3
2051,82774,2
2156,82774,3
20671,82775,2
21923,82775,3
1177,82776,0
344,82777,0
36054,82777,1
36008,82777,1
37288,82778,2
4406,82778,3
37073,82779,0
5911,82779,1
27483,82780,0
3320,82780,1
22144,82781,2
37289,82781,3
37290,82782,0
248,82782,1
23266,82783,0
7012,82783,1
22144,82784,2
37289,82784,3
7566,82785,2
11732,82785,3
11760,82786,2
7288,82786,3
37291,82787,0
461,82787,1
205,82787,1
1770,82788,2
37292,82788,3
20671,82789,2
21923,82789,3
9762,82790,2
37293,82790,3
891,82791,2
5595,82791,3
25768,82792,2
18589,82792,3
1331,82793,2
6257,82793,3
37294,82794,0
35261,82794,1
37295,82794,1
22949,82795,0
37296,82795,1
20671,82796,2
21923,82796,3
7183,82797,2
10360,82797,3
7631,82798,0
37297,82798,1
6781,82799,2
2184,82799,3
5013,82800,2
8554,82800,3
891,82801,2
5595,82801,3
5362,82802,0
37298,82802,1
37299,82802,1
37300,82802,1
37301,82802,1
37302,82803,0
2209,82803,1
2418,82804,2
31229,82804,3
35288,82805,0
742,82805,1
1602,82806,0
37303,82806,1
18690,82807,2
2012,82807,3
7566,82808,2
8336,82808,3
20671,82809,2
21923,82809,3
7566,82810,2
15719,82810,3
37304,82811,0
377,82811,1
14332,82811,1
11760,82812,2
37305,82812,3
25768,82813,2
34108,82813,3
14025,82814,2
4951,82814,3
891,82815,2
5595,82815,3
37306,82816,0
10109,82816,1
15127,82817,2
1544,82817,3
5013,82818,2
3918,82818,3
37307,82819,0
683,82819,1
3498,82820,0
81,82820,1
8596,82821,0
37308,82821,1
37309,82821,1
13683,82821,1
37310,82822,0
8002,82822,1
20671,82823,2
21923,82823,3
11760,82824,2
22839,82824,3
7566,82825,2
3927,82825,3
5731,82826,2
7605,82826,3
15127,82827,2
17767,82827,3
3735,82828,2
3760,82828,3
20671,82829,2
21923,82829,3
37040,82830,0
100,82830,1
4158,82831,0
9345,82831,1
2209,82831,1
5731,82832,2
7605,82832,3
36054,82833,0
344,82833,1
36008,82833,1
44,82834,2
37311,82834,3
13866,82835,0
35209,82835,1
37312,82835,1
37280,82836,0
2166,82836,1
5883,82837,2
337,82837,3
28713,82838,2
37313,82838,3
5731,82839,2
7605,82839,3
11760,82840,2
22839,82840,3
20671,82841,2
21923,82841,3
2710,82842,2
36839,82842,3
29516,82843,2
13113,82843,3
98,82844,2
21439,82844,3
1177,82845,2
17213,82845,3
20671,82846,2
21923,82846,3
37314,82847,0
472,82847,1
2185,82848,2
20855,82848,3
7183,82849,2
4531,82849,3
5883,82850,2
627,82850,3
210,82851,2
36882,82851,3
7566,82852,2
11413,82852,3
20671,82853,2
21923,82853,3
16406,82854,2
37008,82854,3
37315,82855,0
1431,82855,1
36907,82856,2
2557,82856,3
20671,82857,2
21923,82857,3
2185,82858,2
37316,82858,3
8596,82859,2
2279,82859,3
13859,82860,2
37317,82860,3
1770,82861,2
1926,82861,3
819,82862,2
19990,82862,3
20671,82863,2
21923,82863,3
10477,82864,2
22617,82864,3
201,82865,2
31411,82865,3
83,82866,2
21223,82866,3
3393,82867,2
37318,82867,3
7566,82868,2
37319,82868,3
20671,82869,2
21923,82869,3
803,82870,2
1530,82870,3
37320,82871,0
100,82871,1
20671,82872,2
21923,82872,3
14566,82873,0
377,82873,1
12724,82874,0
6257,82874,1
5906,82874,1
37321,82874,1
37322,82874,1
325,82875,0
37323,82875,1
621,82876,2
2896,82876,3
19475,82877,0
855,82877,1
28713,82878,2
37324,82878,3
29588,82879,2
37325,82879,3
20671,82880,2
21923,82880,3
2185,82881,2
37326,82881,3
13859,82882,2
14014,82882,3
442,82883,2
37327,82883,3
8596,82884,2
2545,82884,3
5013,82885,2
5486,82885,3
803,82886,2
35785,82886,3
4495,82887,2
37328,82887,3
15127,82888,2
11599,82888,3
16406,82889,2
37329,82889,3
12724,82890,0
6257,82890,1
5906,82890,1
37322,82890,1
37321,82890,1
11264,82890,1
37330,82891,0
48,82891,1
10655,82892,2
2592,82892,3
10655,82893,2
4002,82893,3
13859,82894,2
37331,82894,3
18690,82895,2
37332,82895,3
612,82896,2
37333,82896,3
1001,82897,2
21931,82897,3
13859,82898,2
22295,82898,3
17920,82899,0
5883,82899,1
1262,82900,0
37334,82900,1
284,82901,0
32179,82901,1
612,82902,2
37335,82902,3
37336,82903,0
1431,82903,1
32382,82903,1
32383,82903,1
32384,82903,1
15127,82904,2
37337,82904,3
8626,82905,2
8627,82905,3
13209,82906,2
3631,82906,3
4409,82907,0
33326,82907,1
7566,82908,2
19740,82908,3
20671,82909,2
21923,82909,3
3354,82910,2
9809,82910,3
6781,82911,2
9562,82911,3
612,82912,2
37338,82912,3
37339,82913,0
73,82913,1
4495,82914,2
13775,82914,3
4495,82915,2
13507,82915,3
37340,82916,2
472,82916,3
36739,82917,2
37341,82917,3
15155,82918,0
36864,82918,1
11760,82919,2
2988,82919,3
37342,82920,0
855,82920,1
36907,82921,2
2722,82921,3
5731,82922,2
34088,82922,3
8596,82923,2
23208,82923,3
819,82924,2
37343,82924,3
6147,82925,0
3778,82925,1
20671,82926,2
21923,82926,3
4507,82927,2
22421,82927,3
125,82928,2
6541,82928,3
2710,82929,0
2279,82929,1
36839,82929,1
36464,82930,0
73,82930,1
1001,82931,2
37344,82931,3
36739,82932,2
37345,82932,3
8596,82933,2
3038,82933,3
36907,82934,2
7958,82934,3
37346,82935,2
337,82935,3
6369,82936,0
5883,82936,1
8849,82937,2
37347,82937,3
20671,82938,2
21923,82938,3
557,82939,2
37348,82939,3
37349,82940,0
13640,82940,1
15127,82941,2
33053,82941,3
1001,82942,2
37344,82942,3
5731,82943,2
7605,82943,3
344,82944,0
36054,82944,1
36008,82944,1
5883,82945,2
9479,82945,3
36907,82946,2
5605,82946,3
20671,82947,2
21923,82947,3
17175,82948,0
34686,82948,1
36739,82949,2
37350,82949,3
2191,82950,0
820,82950,1
81,82950,1
36508,82950,1
742,82951,0
35288,82951,1
37351,82952,0
4301,82952,1
12211,82953,2
37352,82953,3
4745,82954,2
37353,82954,3
36907,82955,2
1194,82955,3
12724,82956,0
11264,82956,1
20671,82957,2
21923,82957,3
891,82958,2
3038,82958,3
36907,82959,2
1200,82959,3
4507,82960,2
37354,82960,3
27758,82961,2
13573,82961,3
37355,82962,0
6862,82962,1
3573,82963,2
37356,82963,3
2203,82964,2
19483,82964,3
37357,82965,0
12514,82965,1
23009,82965,1
3980,82965,1
10655,82966,2
18921,82966,3
23725,82967,0
855,82967,1
12211,82968,2
37358,82968,3
20671,82969,2
21923,82969,3
5883,82970,0
17920,82970,1
803,82971,2
25080,82971,3
2166,82972,0
37280,82972,1
15127,82973,2
2905,82973,3
612,82974,2
1741,82974,3
3393,82975,2
37359,82975,3
36441,82976,0
377,82976,1
4078,82976,1
1001,82977,2
37360,82977,3
7566,82978,2
37361,82978,3
20671,82979,2
21923,82979,3
22683,82980,0
6862,82980,1
37362,82981,0
37334,82981,1
1262,82981,1
22144,82982,2
36029,82982,3
37363,82983,0
5883,82983,1
7183,82984,2
3389,82984,3
1177,82985,0
37364,82986,0
4301,82986,1
36054,82987,0
344,82987,1
36008,82987,1
1292,82988,2
543,82988,3
20671,82989,2
21923,82989,3
5731,82990,2
7605,82990,3
13859,82991,2
37365,82991,3
2051,82992,2
37366,82992,3
37367,82993,0
683,82993,1
37368,82994,0
100,82994,1
62,82994,1
5731,82995,2
7605,82995,3
4495,82996,2
4641,82996,3
37369,82997,0
3856,82997,1
11760,82998,2
37370,82998,3
36907,82999,2
2457,82999,3
28793,83000,2
27903,83000,3
1292,83001,2
394,83001,3
18048,83002,0
855,83002,1
16156,83003,2
36650,83003,3
803,83004,2
25080,83004,3
8596,83005,2
37371,83005,3
4235,83006,2
4531,83006,3
12908,83007,2
37372,83007,3
11760,83008,2
37373,83008,3
13859,83009,2
37331,83009,3
35261,83010,0
37295,83010,1
37294,83010,1
442,83011,2
4974,83011,3
1001,83012,2
1281,83012,3
803,83013,2
25080,83013,3
4409,83014,2
2482,83014,3
388,83015,2
37374,83015,3
580,83016,0
26664,83016,1
13859,83017,2
14014,83017,3
16156,83018,2
18235,83018,3
4409,83019,2
2592,83019,3
4235,83020,2
4422,83020,3
37375,83021,0
6119,83021,1
11802,83021,1
37376,83022,0
377,83022,1
14332,83022,1
37377,83023,2
472,83023,3
37167,83024,0
344,83024,1
37168,83024,1
37378,83025,0
855,83025,1
37379,83026,0
6862,83026,1
388,83027,2
37380,83027,3
13859,83028,2
37381,83028,3
803,83029,2
25080,83029,3
12273,83030,2
37382,83030,3
351,83031,2
2253,83031,3
37383,83032,0
377,83032,1
14332,83032,1
4235,83033,2
3382,83033,3
13193,83034,2
27786,83034,3
37384,83035,0
12514,83035,1
37385,83035,1
3980,83035,1
10655,83036,2
1522,83036,3
29160,83037,2
34670,83037,3
509,83038,2
34055,83038,3
891,83039,2
12064,83039,3
28713,83040,2
1764,83040,3
44,83041,2
636,83041,3
7566,83042,2
29051,83042,3
37386,83043,0
855,83043,1
37254,83044,0
73,83044,1
36907,83045,2
3272,83045,3
891,83046,2
4227,83046,3
4409,83047,2
37387,83047,3
13859,83048,2
37388,83048,3
1770,83049,2
1731,83049,3
742,83050,2
37389,83050,3
37390,83051,0
10657,83051,1
13859,83052,2
37391,83052,3
13209,83053,2
31423,83053,3
2418,83054,2
29134,83054,3
10655,83055,2
5605,83055,3
30123,83056,2
2823,83056,3
4409,83057,2
37387,83057,3
509,83058,2
12558,83058,3
36907,83059,2
5933,83059,3
14154,83060,0
4301,83060,1
3573,83061,2
37392,83061,3
19320,83062,0
37334,83062,1
1262,83062,1
13859,83063,2
37393,83063,3
612,83064,2
37394,83064,3
15155,83065,0
1940,83065,1
34004,83065,1
37395,83066,2
37396,83066,3
36907,83067,2
24670,83067,3
11760,83068,2
37397,83068,3
37398,83069,0
472,83069,1
5731,83070,2
37399,83070,3
18690,83071,2
1296,83071,3
37400,83072,0
377,83072,1
14332,83072,1
37401,83073,0
100,83073,1
36907,83074,2
1200,83074,3
37395,83075,2
37396,83075,3
1292,83076,2
310,83076,3
13859,83077,2
37402,83077,3
37272,83078,0
1215,83078,1
37403,83079,0
37334,83079,1
1262,83079,1
5731,83080,2
7605,83080,3
10655,83081,2
2557,83081,3
23129,83082,2
37404,83082,3
37395,83083,2
37396,83083,3
1770,83084,2
905,83084,3
44,83085,2
1768,83085,3
37405,83086,0
248,83086,1
7566,83087,2
22,83087,3
612,83088,2
37406,83088,3
7952,83089,2
3389,83089,3
3393,83090,2
60,83090,3
13859,83091,2
37407,83091,3
23129,83092,2
7207,83092,3
6285,83093,0
29153,83093,1
5731,83094,2
7605,83094,3
37408,83095,0
8121,83095,1
7566,83096,2
37409,83096,3
37410,83097,2
12739,83097,3
36907,83098,2
1200,83098,3
37411,83099,0
205,83099,1
31391,83099,1
37412,83100,0
6685,83100,1
2418,83101,2
20836,83101,3
13209,83102,2
21782,83102,3
20671,83103,2
522,83103,3
5049,83104,2
2669,83104,3
37346,83105,2
4337,83105,3
1770,83106,2
23539,83106,3
17663,83107,0
37334,83107,1
1262,83107,1
16852,83108,2
20350,83108,3
1770,83109,2
20163,83109,3
7566,83110,2
36162,83110,3
11017,83111,2
50,83111,3
3393,83112,2
4909,83112,3
6369,83113,2
37413,83113,3
1393,83114,2
37414,83114,3
36739,83115,2
37415,83115,3
25768,83116,2
28399,83116,3
13859,83117,2
14014,83117,3
23129,83118,2
37416,83118,3
83,83119,2
37417,83119,3
8075,83120,2
8076,83120,3
13954,83121,2
37418,83121,3
13859,83122,2
37419,83122,3
3735,83123,2
29393,83123,3
37420,83124,0
472,83124,1
474,83124,1
612,83125,2
613,83125,3
83,83126,2
7604,83126,3
344,83127,0
37168,83127,1
37167,83127,1
30123,83128,2
37421,83128,3
891,83129,2
2973,83129,3
23129,83130,2
7207,83130,3
175,83131,2
176,83131,3
37422,83132,0
26142,83132,1
37423,83132,1
388,83133,2
37424,83133,3
186,83134,2
187,83134,3
214,83135,2
184,83135,3
182,83136,2
176,83136,3
218,83137,2
176,83137,3
12934,83138,0
37425,83138,1
196,83139,2
184,83139,3
218,83140,2
176,83140,3
190,83141,2
187,83141,3
188,83142,2
189,83142,3
186,83143,2
187,83143,3
215,83144,2
184,83144,3
190,83145,2
187,83145,3
819,83146,2
28831,83146,3
37426,83147,0
17643,83147,1
183,83148,2
184,83148,3
188,83149,2
189,83149,3
183,83150,2
184,83150,3
175,83151,2
176,83151,3
175,83152,2
492,83152,3
175,83153,2
492,83153,3
13859,83154,2
13880,83154,3
5731,83155,2
6454,83155,3
18690,83156,2
37427,83156,3
25768,83157,2
37428,83157,3
27486,83158,2
37429,83158,3
23710,83159,0
13640,83159,1
23129,83160,2
37430,83160,3
1197,83161,2
23942,83161,3
35261,83162,0
37295,83162,1
37294,83162,1
37431,83163,0
122,83163,1
36852,83163,1
123,83163,1
37,83164,0
39,83164,1
33062,83165,0
5883,83165,1
20671,83166,2
37432,83166,3
3320,83167,0
27483,83167,1
442,83168,2
21301,83168,3
11760,83169,2
21515,83169,3
37433,83170,0
6862,83170,1
37434,83171,0
7328,83171,1
37435,83172,0
1215,83172,1
23129,83173,2
24820,83173,3
37436,83174,0
1657,83174,1
25768,83175,2
2164,83175,3
37437,83176,0
2014,83176,1
13903,83177,2
37438,83177,3
7566,83178,2
37439,83178,3
37440,83179,2
28464,83179,3
10927,83180,0
34892,83180,1
3498,83181,0
2324,83181,1
5516,83181,1
81,83181,1
8596,83182,0
37441,83182,1
37371,83182,1
16440,83183,2
6053,83183,3
3320,83184,2
7793,83184,3
13903,83185,2
5555,83185,3
23129,83186,2
22732,83186,3
3902,83187,0
37442,83187,1
37443,83188,0
11530,83188,1
16440,83189,2
6053,83189,3
2051,83190,2
37444,83190,3
2191,83191,0
37445,83191,1
28124,83191,1
28125,83191,1
29516,83192,2
987,83192,3
13903,83193,2
5555,83193,3
4495,83194,2
10590,83194,3
16440,83195,2
6053,83195,3
344,83196,0
36054,83196,1
36008,83196,1
15359,83197,2
37446,83197,3
7952,83198,2
10834,83198,3
23129,83199,2
22732,83199,3
3858,83200,0
15637,83200,1
819,83201,2
781,83201,3
1770,83202,2
1723,83202,3
9565,83203,2
37447,83203,3
2051,83204,2
37448,83204,3
37300,83205,0
37298,83205,1
37299,83205,1
5362,83205,1
37301,83205,1
388,83206,2
37424,83206,3
